recordType,name,poke_type1,poke_type2,poke_size,poke_weight,poke_hp,hp_current,poke_defense,poke_spdef,poke_speed,poke_speed_ft,poke_attack,poke_spatk,poke_atk_mod,poke_spatk_mod,poke_effect_mod,poke_skills,poke_ability_passives,poke_diet,poke_egg_group,poke_hatch_rate,poke_habitat,poke_evolution,poke_proficiencies,poke_is_legendary,moves_list
pokemon,Wailmer,Water,,Large,Heavy,78,78,5,4,6,30,7,7,+3,+3,+3,"Beached (needs to be in water), Flopper (treats dry land as special terrain), Fountain (can create water), Swimmer (can swim)","Growl (+1 Defense), Oblivious (You are immune to Infatuation.)",Omnivore,Field / Water 2,20 Days,Oceans,Wailmer Wailord,Water/ Elemental Attack I / Piscian / Stampeding Wailord,,"[{""_id"":""cd5171f3-af11-4549-900d-68d81f0124b7"",""name"":""Water Gun"",""unidentifiedName"":""Water Gun"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Water"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft)"",""move_uses"":""At-Will"",""move_damage_dice"":""2d6"",""move_effect"":""""}},{""_id"":""8a2e85d9-9d90-48a6-a182-ce3c838ef8ce"",""name"":""Rollout"",""unidentifiedName"":""Rollout"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Rock"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""At-Will"",""move_damage_dice"":""1d6"",""move_effect"":""For each time you’ve successfully used Rollout against the same target during the encounter, add 1d6 to Rollout’s damage.""}},{""_id"":""46e238b4-e893-49cf-838a-a3ca41ee99a0"",""name"":""Astonish"",""unidentifiedName"":""Astonish"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ghost"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""At-Will"",""move_damage_dice"":""1d10"",""move_effect"":""On hit, if you got 18 or higher on Accuracy Check, the target is Stunned. No one knows what Wiglett look like under the ground, or even how long they truly are.""}}]"
pokemon,Wugtrio,Water,,Medium,Light,24,24,5,7,13,65,10,5,+5,+2,+6,"Burrow, Gilled","Gooey, Rattled, Sand Veil (While in Sandstorming Weather, any foe’s attacks made against you have -1 during accuracy check and you don’t take damage from Sandstorming weather.)",Omnivore,Water 3,20 Days,Beaches,Wiglett Wugtrio,Dark (Melee Attacks) (Wugtrio) / Ground / Water / Elemental Attack I Wugtrio,,"[{""_id"":""a11a7af7-0e9e-4caa-a424-dc541b18f329"",""name"":""Dig"",""unidentifiedName"":""Dig"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ground"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""3/day"",""move_damage_dice"":""3d10"",""move_effect"":""Dig is a two-turn move. On the first turn, burrow up to 40 ft straight down. On the second turn, burrow up to your movement speed +40 ft, then you can roll Dig’s Accuracy Check and damage.""}},{""_id"":""bee46928-9d84-4827-95e4-904c8d43dea6"",""name"":""Throat Chop"",""unidentifiedName"":""Throat Chop"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Dark"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""3/day"",""move_damage_dice"":""3d10"",""move_effect"":""On hit, the target may not use attacks or abilities that require the use of the target’s voice for 5 mins.""}},{""_id"":""07f3bdc7-7226-41f7-862f-3918bf70fbb4"",""name"":""Triple Dive"",""unidentifiedName"":""Triple Dive"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Water"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""3/day"",""move_damage_dice"":""1d12"",""move_effect"":""Triple Dive is a Scatter attack. Up to 3 attacks. Triple Dive’s third attack on hit deals an additional 1d12 damage.""}}]"
pokemon,Wiglett,Water,,Medium,Featherweight,6,6,3,3,11,55,6,4,+3,+2,+5,"Burrow (moves through earth easily), Gilled (can breathe underwater)","Gooey (+1 Speed), Rattled (When a foe hits you with a Bug-type, Ghost-type, or Dark-type attack, your Speed is +1 for 10 mins. This can stack.)",Omnivore,Water 3,20 Days,Beaches,Wiglett Wugtrio,Dark (Melee Attacks) (Wugtrio) / Ground / Water / Elemental Attack I Wugtrio,,"[{""_id"":""c4c5fc34-f473-4ee3-9a84-0be8df2fae4e"",""name"":""Water Gun"",""unidentifiedName"":""Water Gun"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Water"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft)"",""move_uses"":""At-Will"",""move_damage_dice"":""2d6"",""move_effect"":""""}},{""_id"":""e86dd4b8-632e-4fa0-9965-342a302f0fe4"",""name"":""Sand Attack"",""unidentifiedName"":""Sand Attack"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ground"",""move_category"":""Effect"",""move_range"":""Ranged(10ft)"",""move_uses"":""At-Will"",""move_damage_dice"":"""",""move_effect"":""On hit, the target’s Accuracy""}},{""_id"":""72d57f89-f3f1-4793-b6f2-1b98ea8b6f2a"",""name"":""Wrap"",""unidentifiedName"":""Wrap"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Normal"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""At-Will"",""move_damage_dice"":""1d4"",""move_effect"":""On hit, the target is bound to you for 1d4 rounds. For each round the target is bound, it takes 1d4 physical damage on its turns. Wugtrio also resemble Wiglett underground in that no one knows what their true bodies look like. It isn't even known whether the three units are three separate individuals or if they are three heads of a single body. Eternally encased in stone,""}}]"
pokemon,Pelipper,Water,Flying,Medium,Medium,36,36,11,7,9,45,5,10,+2,+5,+4,"Flight, Fountain, Guster (can produce wind)","Growl, Tailwind (+2 Speed), Drizzle (As a free action you may deplete one use of Rain Dance and use Rain Dance.), Hydration (While in Raining weather, you are cured of any afflictions.), Keen Eye, Rain Dish (If in Raining Weather, you regain 4 HP after you act.)",Omnivore,Water 1 / Flying,10 Days,Beaches / Oceans,Wingull Pelipper,Flying / Water / Elemental Attack I / Avian / Glutton / Winged Pelipper,,"[{""_id"":""f396b700-9af4-4a38-961a-6d93f67c3c57"",""name"":""Water Pulse"",""unidentifiedName"":""Water Pulse"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Water"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft burst)"",""move_uses"":""3/day"",""move_damage_dice"":""3d8"",""move_effect"":""On hit, if you got 16 or higher on Accuracy Check, the target is Confused.""}},{""_id"":""94192956-393a-4ee8-b29c-4e423005ba61"",""name"":""Roost"",""unidentifiedName"":""Roost"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Flying"",""move_category"":""Effect"",""move_range"":""Self"",""move_uses"":""1/day"",""move_damage_dice"":"""",""move_effect"":""You must be on the ground to use Roost.""}},{""_id"":""11269f98-83a0-4ae3-897c-cece4f2ff6da"",""name"":""Hydro Pump"",""unidentifiedName"":""Hydro Pump"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Water"",""move_category"":""Special Attack"",""move_range"":""Ranged(30ft beam)"",""move_uses"":""1/day"",""move_damage_dice"":""5d12"",""move_effect"":""Hydro Pump has -2 during Accuracy Check unless it’s Raining.""}}]"
pokemon,Wingull,Water,Flying,Small,Light,24,24,4,3,9,45,3,6,+1,+3,+4,"Flight (can fly), Fountain (can create water)","Growl (+1 Defense), Keen Eye (Your accuracy checks cannot be negatively affected by foes.)",Omnivore,Water 1 / Flying,10 Days,Beaches / Oceans,Wingull Pelipper,Flying / Water / Elemental Attack I / Avian / Glutton / Winged Pelipper,,"[{""_id"":""f70d04a2-a5e6-416b-b338-42c67a2228ca"",""name"":""Water Gun"",""unidentifiedName"":""Water Gun"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Water"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft)"",""move_uses"":""At-Will"",""move_damage_dice"":""2d6"",""move_effect"":""""}},{""_id"":""ead66c6a-64c2-4371-841b-aa3dcc501bb5"",""name"":""Wing Attack"",""unidentifiedName"":""Wing Attack"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Flying"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""At-Will"",""move_damage_dice"":""2d8"",""move_effect"":""""}},{""_id"":""cdd3f1cc-dd4d-40e0-8ad0-dd262f9f3980"",""name"":""Supersonic"",""unidentifiedName"":""Supersonic"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Normal"",""move_category"":""Effect"",""move_range"":""Ranged(10ft)"",""move_uses"":""At-Will"",""move_damage_dice"":"""",""move_effect"":""Supersonic has -8 during Accuracy Check. On hit, the target is Confused. Wooper make their homes in cooler areas of fresh water. Though they prefer brisk rivers and ponds, they have a low tolerance for icy waters and subzero temperatures. As amphibians,""}}]"
pokemon,Quagsire,Water,Ground,Medium,Heavy,60,60,9,9,4,20,10,7,+5,+3,+2,"Fountain, Gilled, Swimmer","Amnesia (+2 Special Defense), Tail Whip, Damp, Water Absorb (When you are hit by a water-type attack, halve the damage, then you heal that much HP instead of taking damage.)",Omnivore,Water 1 / Field,10 Days,Lakes / Marshes / Ponds / Rivers,Wooper Quagsire,Ground / Water / Elemental Attack I Quagsire,,"[{""_id"":""94081816-7362-4252-b30b-73ffcead82f0"",""name"":""Mud Bomb"",""unidentifiedName"":""Mud Bomb"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ground"",""move_category"":""Special Attack"",""move_range"":""Ranged(10ft)"",""move_uses"":""3/day"",""move_damage_dice"":""3d8"",""move_effect"":""On hit, the target’s Accuracy""}},{""_id"":""fb4f7917-657d-446c-8f78-c10ac5fa9206"",""name"":""Muddy Water"",""unidentifiedName"":""Muddy Water"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Water"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft, 10ft wave)"",""move_uses"":""1/day"",""move_damage_dice"":""3d12"",""move_effect"":""On hit, any target’s Accuracy""}},{""_id"":""42afe2f5-7d6f-44f0-af9a-ed1e9c4c5447"",""name"":""Yawn"",""unidentifiedName"":""Yawn"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Normal"",""move_category"":""Effect"",""move_range"":""Melee"",""move_uses"":""3/day"",""move_damage_dice"":"""",""move_effect"":""On hit, the target falls Asleep after its next turn.""}}]"
pokemon,Wooper,Water,Ground,Small,Light,36,36,5,3,2,10,6,3,+3,+1,+1,"Fountain (can create water), Gilled (can breathe underwater), Swimmer (can swim)","Tail Whip (+1 Attack), Damp (Chloroblast, Explosion, Misty Explosion, and Self-Destruct fail to do anything if used within 40ft of you.)",Omnivore,Water 1 / Field,10 Days,Lakes / Marshes / Ponds / Rivers,Wooper Quagsire,Ground / Water / Elemental Attack I Quagsire,,"[{""_id"":""bc750eca-09db-4501-b83c-ecb3b38b553a"",""name"":""Water Gun"",""unidentifiedName"":""Water Gun"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Water"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft)"",""move_uses"":""At-Will"",""move_damage_dice"":""2d6"",""move_effect"":""""}},{""_id"":""97bb5994-7c31-4f5c-847e-80aa44985a96"",""name"":""Mud Shot"",""unidentifiedName"":""Mud Shot"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ground"",""move_category"":""Special Attack"",""move_range"":""Ranged(10ft)"",""move_uses"":""At-Will"",""move_damage_dice"":""2d8"",""move_effect"":""On hit, the target’s Speed is -1 for 10 mins.""}},{""_id"":""036e99ff-42cf-4bcf-b8ea-80fe2ecb0cdd"",""name"":""Slam"",""unidentifiedName"":""Slam"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Normal"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""3/day"",""move_damage_dice"":""3d10"",""move_effect"":""Slam has -2 during Accuracy Check. Evolution Shift compatible with Wooper (High Ground) family (540)""}}]"
pokemon,Huntail,Water,,Medium,Medium,36,36,11,8,7,35,12,9,+6,+4,+3,"Fountain, Flopper, Gilled, Swimmer","Scary Face (+2 Speed), Screech (+2 Attack), Swift Swim (While in Raining weather or in water, your Speed is +2.), Water Veil (You are immune to being Burned.)",Omnivore,Water 1 / Water 3,10 Days,Ocean Abyss / Ocean Reefs / Ocean Floors,"Clamperl Superior Attack Huntail, Superior Special Attack Gorebyss",Dark (Huntail) / Psychic (Gorebyss) / Water / Elemental Attack I / Fangs (Huntail) / Parasitic (Gorebyss) / Piscian (Huntail / Gorebyss) Gorebyss,,"[{""_id"":""fa581b88-7973-4891-8afc-551895ddd776"",""name"":""Crunch"",""unidentifiedName"":""Crunch"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Dark"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""3/day"",""move_damage_dice"":""3d10"",""move_effect"":""On hit, the target’s Defense is -1 for 10 mins.""}},{""_id"":""359bada4-fcbf-4f8a-aeda-f5305e19f27a"",""name"":""Water Pulse"",""unidentifiedName"":""Water Pulse"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Water"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft burst)"",""move_uses"":""3/day"",""move_damage_dice"":""3d8"",""move_effect"":""On hit, if you got 16 or higher on Accuracy Check, the target is Confused.""}},{""_id"":""2d8d5529-18e0-43d3-8e3d-1c9b4ce1ecfc"",""name"":""Ice Fang"",""unidentifiedName"":""Ice Fang"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ice"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""3/day"",""move_damage_dice"":""3d8"",""move_effect"":""On hit, if you got 18 or higher on Accuracy Check, the target is randomly either Stunned or Frozen.""}}]"
pokemon,Clamperl,Water,,Small,Medium,24,24,11,6,3,15,6,6,+3,+3,+1,"Fountain (can create water), Flopper (treats dry land as special terrain), Gilled (can breathe underwater), Swimmer (can swim)","Iron Defense (+2 Defense), Shell Armor (Critical hits are treated as normal hits against you.)",Omnivore,Water 1 / Water 3,10 Days,Ocean Abyss / Ocean Reefs / Ocean Floors,"Clamperl Superior Attack Huntail, Superior Special Attack Gorebyss",Dark (Huntail) / Psychic (Gorebyss) / Water / Elemental Attack I / Fangs (Huntail) / Parasitic (Gorebyss) / Piscian (Huntail / Gorebyss) Gorebyss,,"[{""_id"":""158b81f6-e0c9-4061-bf27-a415d00c00c0"",""name"":""Clamp"",""unidentifiedName"":""Clamp"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Water"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""At-Will"",""move_damage_dice"":""1d4"",""move_effect"":""On hit, the target is bound to you for 1d4 rounds. For each round the target is bound, it takes 1d4 damage on its turns.""}},{""_id"":""f36b1a69-3c79-416b-97c4-ce4a6a693d19"",""name"":""Water Gun"",""unidentifiedName"":""Water Gun"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Water"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft)"",""move_uses"":""At-Will"",""move_damage_dice"":""2d6"",""move_effect"":""""}},{""_id"":""1953c5a9-e814-43e4-a47c-2ccf9a72461c"",""name"":""Whirlpool"",""unidentifiedName"":""Whirlpool"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Water"",""move_category"":""Special Attack"",""move_range"":""Ranged(10ft)"",""move_uses"":""3/day"",""move_damage_dice"":""1d4"",""move_effect"":""On hit, the target is bound in place for 1d4 rounds. For each round the target is bound, it takes 1d4 special damage on its turns. / Gorebyss Huntail most often dwell in deep ocean waters, where little light ever penetrates. Despite this, their eyes are very keen, letting them see clearly even in the murky depths. Their sturdy spines allow them to survive the crushing pressure of the deep. Huntail utilize bioluminescence to capture prey. The spots on their bodies light up to attract food.""}}]"
pokemon,Gorebyss,Water,,Medium,Medium,36,36,11,10,7,35,8,11,+4,+5,+3,"Fountain, Flopper, Gilled, Swimmer","Agility (+2 Speed), Amnesia (+2 Special Defense), Hydration (While in Raining weather, you are cured of any afflictions.), Swift Swim (While in Raining weather or in water, your Speed is +2.)",Omnivore,Water 1 / Water 3,10 Days,Ocean Abyss / Ocean Reefs / Ocean Floors,"Clamperl Superior Attack Huntail, Superior Special Attack Gorebyss",Dark (Huntail) / Psychic (Gorebyss) / Water / Elemental Attack I / Fangs (Huntail) / Parasitic (Gorebyss) / Piscian (Huntail / Gorebyss) Gorebyss,,"[{""_id"":""43c87dfe-5121-4248-9fbd-f64b948cffb5"",""name"":""Draining Kiss"",""unidentifiedName"":""Draining Kiss"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Fairy"",""move_category"":""Special Attack"",""move_range"":""Melee"",""move_uses"":""3/day"",""move_damage_dice"":""2d8"",""move_effect"":""On hit, you regain HP equal to half of the damage dealt.""}},{""_id"":""75cc6b29-4c0c-4950-85dc-17d8abbef880"",""name"":""Water Pulse"",""unidentifiedName"":""Water Pulse"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Water"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft burst)"",""move_uses"":""3/day"",""move_damage_dice"":""3d8"",""move_effect"":""On hit, if you got 16 or higher on Accuracy""}}]"
pokemon,Slowbro,Water,Psychic,Medium,Heavy,60,60,12,10,3,15,8,10,+4,+5,+1,"Fountain, Swimmer, Telekinetic (can move things with their mind)","Amnesia (+2 Special Defense), Withdraw (+1 Defense), Oblivious, Own Tempo (You are immune to being Confused.), Regenerator (When returned to a Poke Ball, you recover to Max HP after being stored for 1 hour.)",Omnivore,Monster / Water 1,10 Days,Beaches / Lakes / Rivers,"Slowpoke Superior Defense Slowbro, Superior Special Defense Slowking",Psychic / Water / Elemental Attack (Slowbro / Slowking) Slowking,,"[{""_id"":""d98109f0-078e-4c46-a48f-28f5340987e6"",""name"":""Confusion"",""unidentifiedName"":""Confusion"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Psychic"",""move_category"":""Special Attack"",""move_range"":""Ranged(10ft)"",""move_uses"":""At-Will"",""move_damage_dice"":""1d12"",""move_effect"":""On hit, if you got 19 or higher on Accuracy Check, the target is Confused.""}},{""_id"":""7ff48bce-5884-4bea-a0d8-4b49e2a75ff4"",""name"":""Water Pulse"",""unidentifiedName"":""Water Pulse"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Water"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft burst)"",""move_uses"":""3/day"",""move_damage_dice"":""3d8"",""move_effect"":""On hit, if you got 16 or higher on Accuracy""}}]"
pokemon,Slowpoke,Water,Psychic,Medium,Medium,54,54,6,6,2,10,7,4,+3,+2,+1,"Fountain (can create water), Swimmer (can swim)",Oblivious (You are immune to Infatuation.),Omnivore,Monster / Water 1,10 Days,Beaches / Lakes / Rivers,"Slowpoke Superior Defense Slowbro, Superior Special Defense Slowking",Psychic / Water / Elemental Attack (Slowbro / Slowking) Slowking,,"[{""_id"":""99940f25-836d-45a9-9a27-da11ba5b1274"",""name"":""Tackle"",""unidentifiedName"":""Tackle"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Normal"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""At-Will"",""move_damage_dice"":""2d6"",""move_effect"":""""}},{""_id"":""f2748bc0-e641-4039-828b-1b854d8438f6"",""name"":""Water Gun"",""unidentifiedName"":""Water Gun"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Water"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft)"",""move_uses"":""At-Will"",""move_damage_dice"":""2d6"",""move_effect"":""""}},{""_id"":""b4bc328a-ccaf-4674-98c9-b049261540ef"",""name"":""Yawn"",""unidentifiedName"":""Yawn"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Normal"",""move_category"":""Effect"",""move_range"":""Melee"",""move_uses"":""3/day"",""move_damage_dice"":"""",""move_effect"":""On hit, the target falls Asleep after its next turn. / Slowking Evolution Shift compatible with Slowpoke (Spice Diet) family (544) While fishing, wild Slowpoke may eventually catch Shellder on their tails. If they are sufficiently grown, these catches will catalyze their evolutions into Slowbro. The Pokémon become one being and grow together. The added weight force Slowbro to become bipedal.""}}]"
pokemon,Slowking,Water,Psychic,Medium,Heavy,60,60,8,13,3,15,8,11,+4,+5,+1,"Fountain, Intelligence (very smart), Swimmer, Telekinetic","Amnesia, Nasty Plot (+1 Special Attack), Oblivious, Own Tempo, Regenerator",Omnivore,Monster / Water 1,10 Days,Beaches / Lakes / Rivers,"Slowpoke Superior Defense Slowbro, Superior Special Defense Slowking",Psychic / Water / Elemental Attack (Slowbro / Slowking) Slowking,,"[{""_id"":""7329a297-9367-41cd-be62-32ebd5fcaa65"",""name"":""Water Pulse"",""unidentifiedName"":""Water Pulse"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Water"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft burst)"",""move_uses"":""3/day"",""move_damage_dice"":""3d8"",""move_effect"":""On hit, if you got 16 or higher on Accuracy Check, the target is Confused.""}},{""_id"":""ccbaf6a1-fdff-4f7b-8167-294484ad5504"",""name"":""Swagger"",""unidentifiedName"":""Swagger"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Normal"",""move_category"":""Effect"",""move_range"":""Ranged(10ft)"",""move_uses"":""1/day"",""move_damage_dice"":"""",""move_effect"":""On hit, the target is Confused and the target’s Attack is +4 until they are no longer Confused.""}},{""_id"":""dfea4e83-2395-4918-99e1-5ec2b07a47af"",""name"":""Heal Pulse"",""unidentifiedName"":""Heal Pulse"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Psychic"",""move_category"":""Effect"",""move_range"":""Ranged(10ft)"",""move_uses"":""1/day"",""move_damage_dice"":"""",""move_effect"":""Target an ally or yourself. The target is healed HP equal to half of the target’s Max HP.""}}]"
pokemon,Alomomola,Water,,Medium,Medium,102,102,9,5,7,35,8,4,+4,+2,+3,"Beached (needs to be in water), Flopper (treats dry land as special terrain), Fountain (can create water), Gilled (can breathe underwater), Swimmer (can swim)","Play Nice (+1 Defense), Healer (After acting, you may roll 1d20. On 16 or higher, any adjacent allies are cured of all afflictions.), Hydration (While in Raining weather, you are cured of any afflictions.), Regenerator (When returned to a Poke Ball, you recover to Max HP after being stored for 1 hour.)",Omnivore,Monster / Water 1,10 Days,Beaches / Lakes / Rivers,"Slowpoke Superior Defense Slowbro, Superior Special Defense Slowking",Psychic / Water / Elemental Attack (Slowbro / Slowking) Slowking,,"[{""_id"":""36688af2-294c-44b8-b98a-596a4682cb75"",""name"":""Aqua Jet"",""unidentifiedName"":""Aqua Jet"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Water"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""At-Will"",""move_damage_dice"":""2d6"",""move_effect"":""Aqua Jet has Priority.""}},{""_id"":""98561ba5-2dfd-493f-926e-af40621b2326"",""name"":""Heal Pulse"",""unidentifiedName"":""Heal Pulse"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Psychic"",""move_category"":""Effect"",""move_range"":""Ranged(10ft)"",""move_uses"":""1/day"",""move_damage_dice"":"""",""move_effect"":""Target an ally or yourself. The target is healed HP equal to half of the target’s Max HP.""}},{""_id"":""d7f9ce8d-8163-4384-b4ff-61a31d998e64"",""name"":""Water Pulse"",""unidentifiedName"":""Water Pulse"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Water"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft burst)"",""move_uses"":""3/day"",""move_damage_dice"":""3d8"",""move_effect"":""On hit, if you got 16 or higher on Accuracy Check, the target is Confused.""}}]"
pokemon,Arctovish,Water,Ice,Large,Heavy,54,54,10,9,6,30,9,8,+4,+4,+3,"Fountain (can create water), Freezer (can create ice), Gilled (can breathe underwater), Swimmer (can swim)","Ice Body (If in Hailing weather, you recover 4 HP after you act and you don’t take damage from Hailing weather.), Slush Rush (While in Hailing weather, your Speed is +2 and you don’t take damage from Hailing weather.), Water Absorb (When you are hit by a water-type attack, halve the damage, then you heal that much HP instead of taking damage.)",Omnivore,No Eggs,,Unknown,,Ice / Water / Fangs / Piscean,,"[{""_id"":""ec38cc8f-6bd2-45bc-bf4d-18240bbd6231"",""name"":""Protect"",""unidentifiedName"":""Protect"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Normal"",""move_category"":""Effect"",""move_range"":""Self"",""move_uses"":""1/day"",""move_damage_dice"":"""",""move_effect"":""Protect is used as a Reaction. When you would be hit by a move, use Protect to instead ignore the damage and any effects of the attack.""}},{""_id"":""872ce955-681c-4122-bf80-60dcb8712c37"",""name"":""Water Gun"",""unidentifiedName"":""Water Gun"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Water"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft)"",""move_uses"":""At-Will"",""move_damage_dice"":""2d6"",""move_effect"":""Freeze-Dry - Ranged(10ft) Ice Special Attack: 3/day 3d8. Freeze-Dry is Super effective against Water types. On hit, if you got 18 or higher on Accuracy Check, the target is Frozen.""}}]"
pokemon,Dracovish,Water,Dragon,Large,Superweight,54,54,10,8,8,40,9,7,+4,+3,+4,"Fountain (can create water), Gilled (can breathe underwater), Swimmer (can swim)","Sand Rush (While in Sandstorming Weather, your Speed is +2 and you don’t take damage from Sandstorming weather.), Strong Jaw (Your biting attacks deal +4 damage.), Water Absorb (When you are hit by a water-type attack, halve the damage, then you heal that much HP instead of taking damage.)",Omnivore,No Eggs,,Unknown,,Dragon / Water / Fangs Arctovish ★,,"[{""_id"":""2bb3fac9-d966-4055-945a-64a3982a660b"",""name"":""Protect"",""unidentifiedName"":""Protect"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Normal"",""move_category"":""Effect"",""move_range"":""Self"",""move_uses"":""1/day"",""move_damage_dice"":"""",""move_effect"":""Protect is used as a Reaction. When you would be hit by a move, use Protect to instead ignore the damage and any effects of the attack.""}},{""_id"":""1ef4ccfb-7253-4c2c-8ad1-83600a20a8f4"",""name"":""Water Gun"",""unidentifiedName"":""Water Gun"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Water"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft)"",""move_uses"":""At-Will"",""move_damage_dice"":""2d6"",""move_effect"":""""}},{""_id"":""cb58f58c-b098-4329-b963-5b59e5ad5abb"",""name"":""Dragon Pulse"",""unidentifiedName"":""Dragon Pulse"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Dragon"",""move_category"":""Special Attack"",""move_range"":""Ranged(10ft)"",""move_uses"":""3/day"",""move_damage_dice"":""3d10"",""move_effect"":""Looking at what modern reanimation has done to create Dracovish, it is clear that something went horribly awry at some point in the resurrection process. Most obviously, the Pokémon's two halves came from different species, and the head has been incorrectly attached to the wrong end of the tail. When first put together, paleontologists believed that these Pokémon were primarily aquatic, possessing remnants of what they correctly thought were gills. However, the powerful legs made them believe that Dracovish may have briefly run out of the water to ambush terrestrial prey, despite being unable...""}}]"
